post_id,suspect_id,platform,post_text,timestamp,ai_sentiment_flag,likes,shares
POST00518,SUS0077,WhatsApp Status,"Meet at the usual spot, 9pm sharp",2026-05-20 21:00:00,Coded/Ambiguous,336,66
POST00519,SUS0031,Instagram,"Meet at the usual spot, 9pm sharp",2026-05-28 01:00:00,Neutral,420,42
POST00520,SUS0105,Telegram,Happy Diwali to all my brothers,2026-05-08 22:00:00,Suspicious,461,9
POST00521,SUS0150,Telegram,Package delivered successfully,2026-08-09 10:00:00,Neutral,377,3
POST00522,SUS0025,Twitter/X,"Lay low for few days, situation hot",2026-05-04 01:00:00,Neutral,230,54
POST00523,SUS0079,Telegram,"Match today, who's watching",2026-03-26 02:00:00,Coded/Ambiguous,388,5
POST00524,SUS0034,Instagram,New shipment arriving from border,2026-08-15 04:00:00,Suspicious,360,44
POST00525,SUS0059,Telegram,"New phone number, save it",2026-03-20 14:00:00,Coded/Ambiguous,235,17
POST00526,SUS0083,Instagram,Package delivered successfully,2026-08-09 06:00:00,Neutral,325,75
POST00527,SUS0047,Telegram,"New phone number, save it",2026-05-17 08:00:00,Suspicious,401,30
POST00528,SUS0093,Telegram,"Match today, who's watching",2026-07-01 16:00:00,Neutral,490,21
POST00529,SUS0049,Twitter/X,"Police checking naka near highway, be careful",2026-02-25 20:00:00,Threatening,83,32
POST00530,SUS0008,Telegram,New shipment arriving from border,2026-08-17 19:00:00,Suspicious,340,54
POST00531,SUS0051,Telegram,"New phone number, save it",2026-07-02 19:00:00,Neutral,146,68
POST00532,SUS0074,WhatsApp Status,"Match today, who's watching",2026-03-10 04:00:00,Neutral,119,40
POST00533,SUS0101,Facebook,"Police checking naka near highway, be careful",2026-07-23 21:00:00,Neutral,308,9
POST00534,SUS0142,Telegram,Happy Diwali to all my brothers,2026-07-07 17:00:00,Suspicious,85,19
POST00535,SUS0122,Instagram,New shipment arriving from border,2026-03-05 10:00:00,Coded/Ambiguous,458,0
POST00536,SUS0100,Telegram,"Big deal coming this weekend, stay ready",2026-06-11 05:00:00,Coded/Ambiguous,217,24
POST00537,SUS0063,Facebook,"Meet at the usual spot, 9pm sharp",2026-03-11 01:00:00,Neutral,47,47
POST00538,SUS0102,Instagram,"Payment cleared, thanks bhai",2026-06-26 06:00:00,Coded/Ambiguous,90,53
POST00539,SUS0055,Facebook,"New phone number, save it",2026-04-13 05:00:00,Suspicious,454,27
POST00540,SUS0050,Instagram,"Big deal coming this weekend, stay ready",2026-04-04 14:00:00,Neutral,186,46
POST00541,SUS0031,Instagram,"Payment cleared, thanks bhai",2026-07-09 20:00:00,Neutral,478,18
POST00542,SUS0022,WhatsApp Status,"Match today, who's watching",2026-01-20 03:00:00,Neutral,135,37
POST00543,SUS0146,Twitter/X,"Payment cleared, thanks bhai",2026-03-27 15:00:00,Neutral,323,70
POST00544,SUS0137,Instagram,Package delivered successfully,2026-07-03 09:00:00,Coded/Ambiguous,193,30
POST00545,SUS0130,Twitter/X,"Meet at the usual spot, 9pm sharp",2026-01-29 11:00:00,Neutral,62,52
POST00546,SUS0070,Instagram,"Lay low for few days, situation hot",2026-07-12 15:00:00,Neutral,338,49
POST00547,SUS0074,Telegram,"Lay low for few days, situation hot",2026-02-15 18:00:00,Coded/Ambiguous,88,32
POST00548,SUS0113,WhatsApp Status,"Police checking naka near highway, be careful",2026-07-06 06:00:00,Neutral,316,67
POST00549,SUS0127,Instagram,"Lay low for few days, situation hot",2026-04-06 20:00:00,Coded/Ambiguous,122,0
POST00550,SUS0016,Twitter/X,"Meet at the usual spot, 9pm sharp",2026-04-29 10:00:00,Neutral,408,67
POST00551,SUS0057,Facebook,"Match today, who's watching",2026-08-08 08:00:00,Coded/Ambiguous,469,30
POST00552,SUS0013,Instagram,"New phone number, save it",2026-03-28 14:00:00,Neutral,378,25
POST00553,SUS0020,Instagram,"New phone number, save it",2026-01-07 23:00:00,Neutral,207,38
POST00554,SUS0062,Telegram,"New phone number, save it",2026-07-10 15:00:00,Suspicious,481,21
POST00555,SUS0079,Twitter/X,"Big deal coming this weekend, stay ready",2026-02-22 23:00:00,Coded/Ambiguous,471,34
POST00556,SUS0107,WhatsApp Status,Happy Diwali to all my brothers,2026-01-04 13:00:00,Threatening,199,14
POST00557,SUS0007,Telegram,Happy Diwali to all my brothers,2026-04-07 19:00:00,Neutral,467,39
POST00558,SUS0027,Telegram,"Meet at the usual spot, 9pm sharp",2026-08-14 04:00:00,Suspicious,306,80
POST00559,SUS0010,Instagram,"Big deal coming this weekend, stay ready",2026-04-09 10:00:00,Suspicious,224,10
POST00560,SUS0090,Facebook,"Meet at the usual spot, 9pm sharp",2026-05-29 00:00:00,Neutral,163,0
POST00561,SUS0036,Twitter/X,"Meet at the usual spot, 9pm sharp",2026-07-06 06:00:00,Suspicious,465,32
POST00562,SUS0014,WhatsApp Status,Package delivered successfully,2026-02-17 15:00:00,Suspicious,277,53
POST00563,SUS0131,Facebook,Package delivered successfully,2026-02-28 20:00:00,Neutral,30,70
POST00564,SUS0101,WhatsApp Status,"Payment cleared, thanks bhai",2026-08-16 02:00:00,Threatening,280,37
POST00565,SUS0037,Telegram,"Match today, who's watching",2026-04-06 01:00:00,Suspicious,316,77
POST00566,SUS0116,Twitter/X,Package delivered successfully,2026-05-10 08:00:00,Neutral,331,8
POST00567,SUS0074,Telegram,"Payment cleared, thanks bhai",2026-01-22 08:00:00,Neutral,7,60
POST00568,SUS0058,WhatsApp Status,Package delivered successfully,2026-08-04 15:00:00,Neutral,469,54
POST00569,SUS0018,WhatsApp Status,"Lay low for few days, situation hot",2026-07-03 11:00:00,Neutral,360,41
POST00570,SUS0070,Facebook,"Match today, who's watching",2026-04-27 10:00:00,Suspicious,458,62
POST00571,SUS0129,Instagram,New shipment arriving from border,2026-02-13 18:00:00,Neutral,255,61
POST00572,SUS0148,Facebook,"Lay low for few days, situation hot",2026-05-01 21:00:00,Suspicious,199,56
POST00573,SUS0112,Twitter/X,"Payment cleared, thanks bhai",2026-01-05 15:00:00,Threatening,20,47
POST00574,SUS0056,Twitter/X,"New phone number, save it",2026-06-04 08:00:00,Neutral,395,35
POST00575,SUS0059,Telegram,New shipment arriving from border,2026-05-26 01:00:00,Neutral,379,3
POST00576,SUS0035,WhatsApp Status,"New phone number, save it",2026-05-16 11:00:00,Suspicious,323,49
POST00577,SUS0109,Instagram,"Lay low for few days, situation hot",2026-07-03 00:00:00,Suspicious,157,59
POST00578,SUS0101,Facebook,"Police checking naka near highway, be careful",2026-01-05 15:00:00,Coded/Ambiguous,44,7
POST00579,SUS0023,Facebook,Package delivered successfully,2026-05-09 09:00:00,Neutral,194,39
POST00580,SUS0074,Facebook,"New phone number, save it",2026-08-23 03:00:00,Neutral,437,35
POST00581,SUS0089,WhatsApp Status,"Big deal coming this weekend, stay ready",2026-05-30 09:00:00,Suspicious,324,29
POST00582,SUS0083,Instagram,New shipment arriving from border,2026-04-14 11:00:00,Neutral,328,31
POST00583,SUS0121,Telegram,"Lay low for few days, situation hot",2026-07-17 14:00:00,Neutral,370,53
POST00584,SUS0093,Telegram,"Match today, who's watching",2026-07-18 10:00:00,Coded/Ambiguous,448,32
POST00585,SUS0144,Facebook,"Police checking naka near highway, be careful",2026-07-27 23:00:00,Threatening,169,9
POST00586,SUS0044,Telegram,"New phone number, save it",2026-02-13 10:00:00,Coded/Ambiguous,234,75
POST00587,SUS0014,Facebook,"Match today, who's watching",2026-01-22 21:00:00,Coded/Ambiguous,436,20
POST00588,SUS0123,WhatsApp Status,Package delivered successfully,2026-05-31 20:00:00,Suspicious,351,54
POST00589,SUS0084,Telegram,New shipment arriving from border,2026-08-13 05:00:00,Threatening,254,32
POST00590,SUS0150,Twitter/X,"Lay low for few days, situation hot",2026-08-28 18:00:00,Neutral,419,28
POST00591,SUS0133,Twitter/X,"Big deal coming this weekend, stay ready",2026-03-28 08:00:00,Suspicious,286,33
POST00592,SUS0023,Instagram,"Meet at the usual spot, 9pm sharp",2026-03-29 18:00:00,Coded/Ambiguous,73,53
POST00593,SUS0145,Facebook,"Match today, who's watching",2026-07-09 10:00:00,Coded/Ambiguous,428,69
POST00594,SUS0088,WhatsApp Status,New shipment arriving from border,2026-01-18 22:00:00,Suspicious,445,61
POST00595,SUS0097,Instagram,"Police checking naka near highway, be careful",2026-06-30 07:00:00,Neutral,213,9
POST00596,SUS0080,Twitter/X,Happy Diwali to all my brothers,2026-02-03 23:00:00,Threatening,138,7
POST00597,SUS0131,Facebook,"Big deal coming this weekend, stay ready",2026-04-01 04:00:00,Neutral,104,33
POST00598,SUS0105,WhatsApp Status,"New phone number, save it",2026-01-20 02:00:00,Suspicious,253,24
POST00599,SUS0115,Instagram,Package delivered successfully,2026-02-06 16:00:00,Suspicious,308,24
POST00600,SUS0056,WhatsApp Status,"Big deal coming this weekend, stay ready",2026-06-27 16:00:00,Neutral,33,61
